Order_ID,Order_Date,Year,Quarter,Month,Customer_ID,Gender,Age_Group,Customer_Segment,Brand,Category,Sub_Category,Unit_Price,Listing_Type,Quantity,Revenue,Discount,Profit,Stock_Received,Stock_Available,City,State,Region,Delivery_Days,Returned,Rating,Feedback_Sentiment
O00132,2018-03-25,2018,Q1,Mar,C0133,Female,18-25,Regular,Nivea,Skincare,Moisturizer,499,Low Price Listing,4,1996,113,749,4695,4496,Bangalore,Karnataka,South,2,Yes,2,Negative
O00133,2022-10-25,2022,Q4,Oct,C0134,Female,18-25,Inactive,Kay Beauty,Makeup,Blush,899,Mid Price Listing,2,1798,244,479,6013,5304,Mumbai,Maharashtra,West,4,No,3,Neutral
O00134,2024-08-14,2024,Q3,Aug,C0135,Female,18-25,Premium,Nivea,Skincare,Moisturizer,499,Low Price Listing,2,998,101,277,1037,792,Delhi,Delhi,North,2,Yes,4,Positive
O00135,2018-08-15,2018,Q3,Aug,C0136,Male,26-35,Premium,Lakme,Makeup,Foundation,599,Mid Price Listing,2,1198,143,391,5058,4423,Hyderabad,Telangana,South,4,Yes,5,Positive
O00136,2014-07-11,2014,Q3,Jul,C0137,Male,45+,Inactive,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,3,2397,45,971,7605,6995,Hyderabad,Telangana,South,5,Yes,1,Negative
O00137,2016-08-02,2016,Q3,Aug,C0138,Male,26-35,Premium,Nivea,Skincare,Moisturizer,499,Low Price Listing,1,499,184,182,5866,5003,Delhi,Delhi,North,1,No,5,Positive
O00138,2022-06-08,2022,Q2,Jun,C0139,Female,18-25,Inactive,Lakme,Makeup,Foundation,599,Mid Price Listing,1,599,239,181,6831,6294,Bangalore,Karnataka,South,3,No,3,Neutral
O00139,2022-06-15,2022,Q2,Jun,C0140,Male,36-45,New,Kay Beauty,Makeup,Blush,899,Mid Price Listing,4,3596,129,1259,6704,6213,Bangalore,Karnataka,South,6,No,2,Negative
O00140,2020-07-31,2020,Q3,Jul,C0141,Female,26-35,Regular,Kay Beauty,Makeup,Blush,899,Mid Price Listing,1,899,245,241,2635,2191,Hyderabad,Telangana,South,1,No,2,Negative
O00141,2018-08-26,2018,Q3,Aug,C0142,Female,26-35,New,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,1,799,220,294,4452,3564,Hyderabad,Telangana,South,3,Yes,1,Negative
O00142,2016-10-07,2016,Q4,Oct,C0143,Male,18-25,Regular,Kay Beauty,Makeup,Blush,899,Mid Price Listing,1,899,247,396,6825,6427,Hyderabad,Telangana,South,2,No,4,Positive
O00143,2014-07-16,2014,Q3,Jul,C0144,Female,18-25,Premium,Lakme,Makeup,Foundation,599,Mid Price Listing,4,2396,17,664,2852,2085,Mumbai,Maharashtra,West,2,Yes,4,Positive
O00144,2014-01-30,2014,Q1,Jan,C0145,Male,36-45,Regular,L'Oreal,Skincare,Shampoo,999,Premium Listing,2,1998,237,586,1244,631,Chennai,Tamil Nadu,South,4,Yes,2,Negative
O00145,2012-04-13,2012,Q2,Apr,C0146,Female,36-45,Inactive,Kay Beauty,Makeup,Blush,899,Mid Price Listing,2,1798,104,795,4862,4036,Pune,Maharashtra,West,4,Yes,4,Positive
O00146,2019-03-06,2019,Q1,Mar,C0147,Male,18-25,Regular,Nivea,Skincare,Moisturizer,499,Low Price Listing,3,1497,21,633,1966,1677,Mumbai,Maharashtra,West,1,Yes,1,Negative
O00147,2024-06-27,2024,Q2,Jun,C0148,Female,26-35,Premium,Kay Beauty,Makeup,Blush,899,Mid Price Listing,1,899,139,293,1159,400,Pune,Maharashtra,West,1,Yes,4,Positive
O00148,2021-04-01,2021,Q2,Apr,C0149,Female,36-45,Regular,Mamaearth,Skincare,Serum,899,Mid Price Listing,1,899,17,391,3002,2743,Mumbai,Maharashtra,West,5,Yes,2,Negative
O00149,2023-07-10,2023,Q3,Jul,C0150,Female,26-35,Inactive,Kay Beauty,Makeup,Blush,899,Mid Price Listing,4,3596,78,1298,3832,3100,Chennai,Tamil Nadu,South,5,No,1,Negative
O00150,2015-04-02,2015,Q2,Apr,C0151,Female,26-35,Premium,L'Oreal,Skincare,Shampoo,999,Premium Listing,1,999,48,371,3702,2972,Hyderabad,Telangana,South,7,Yes,4,Positive
O00151,2023-04-21,2023,Q2,Apr,C0152,Female,45+,Regular,Mamaearth,Skincare,Serum,899,Mid Price Listing,1,899,200,348,1676,1153,Mumbai,Maharashtra,West,7,No,5,Positive
O00152,2024-05-13,2024,Q2,May,C0153,Male,45+,Premium,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,2,1598,223,626,3718,2844,Delhi,Delhi,North,5,Yes,4,Positive
O00153,2025-11-04,2025,Q4,Nov,C0154,Female,26-35,New,Nivea,Skincare,Moisturizer,499,Low Price Listing,2,998,36,281,6280,6115,Pune,Maharashtra,West,4,No,3,Neutral
O00154,2019-06-28,2019,Q2,Jun,C0155,Female,26-35,Inactive,Lakme,Makeup,Foundation,599,Mid Price Listing,2,1198,70,427,2662,1898,Mumbai,Maharashtra,West,6,No,4,Positive
O00155,2022-04-24,2022,Q2,Apr,C0156,Male,36-45,Inactive,Lakme,Makeup,Foundation,599,Mid Price Listing,2,1198,124,485,6736,5915,Delhi,Delhi,North,6,No,2,Negative
O00156,2018-10-09,2018,Q4,Oct,C0157,Female,26-35,New,Kay Beauty,Makeup,Blush,899,Mid Price Listing,4,3596,125,1333,7434,7018,Delhi,Delhi,North,6,Yes,4,Positive
O00157,2015-08-16,2015,Q3,Aug,C0158,Female,36-45,Inactive,Kay Beauty,Makeup,Blush,899,Mid Price Listing,1,899,145,397,2216,1599,Bangalore,Karnataka,South,1,No,5,Positive
O00158,2022-08-25,2022,Q3,Aug,C0159,Female,26-35,New,Lakme,Makeup,Foundation,599,Mid Price Listing,3,1797,53,525,4002,3818,Chennai,Tamil Nadu,South,7,Yes,3,Neutral
O00159,2016-09-28,2016,Q3,Sep,C0160,Male,18-25,New,Mamaearth,Skincare,Serum,899,Mid Price Listing,1,899,100,322,5054,4839,Delhi,Delhi,North,4,Yes,4,Positive
O00160,2015-12-07,2015,Q4,Dec,C0161,Male,26-35,Regular,Nivea,Skincare,Moisturizer,499,Low Price Listing,4,1996,59,583,5412,5124,Bangalore,Karnataka,South,3,No,5,Positive
O00161,2016-10-13,2016,Q4,Oct,C0162,Male,45+,Inactive,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,3,2397,196,845,3153,2868,Delhi,Delhi,North,6,No,5,Positive
O00162,2018-08-15,2018,Q3,Aug,C0163,Male,36-45,New,Kay Beauty,Makeup,Blush,899,Mid Price Listing,1,899,113,312,1869,1133,Kolkata,West Bengal,East,2,Yes,5,Positive
O00163,2022-08-16,2022,Q3,Aug,C0164,Male,45+,Premium,Nivea,Skincare,Moisturizer,499,Low Price Listing,4,1996,177,502,4440,3736,Kolkata,West Bengal,East,6,No,2,Negative
O00164,2021-04-14,2021,Q2,Apr,C0165,Male,26-35,New,Mamaearth,Skincare,Serum,899,Mid Price Listing,2,1798,224,800,1737,881,Mumbai,Maharashtra,West,1,Yes,4,Positive
O00165,2015-05-07,2015,Q2,May,C0166,Female,18-25,Premium,Lakme,Makeup,Foundation,599,Mid Price Listing,3,1797,212,543,5275,4637,Pune,Maharashtra,West,7,Yes,4,Positive
O00166,2014-07-27,2014,Q3,Jul,C0167,Female,26-35,Premium,L'Oreal,Skincare,Shampoo,999,Premium Listing,1,999,22,383,7561,7211,Chennai,Tamil Nadu,South,5,No,5,Positive
O00167,2022-07-17,2022,Q3,Jul,C0168,Male,18-25,Inactive,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,2,1598,221,552,2174,1994,Hyderabad,Telangana,South,5,No,3,Neutral
O00168,2025-04-24,2025,Q2,Apr,C0169,Male,45+,New,Kay Beauty,Makeup,Blush,899,Mid Price Listing,4,3596,181,1138,2286,1950,Delhi,Delhi,North,1,No,4,Positive
O00169,2025-07-23,2025,Q3,Jul,C0170,Female,45+,Premium,Nivea,Skincare,Moisturizer,499,Low Price Listing,1,499,202,163,4339,3586,Kolkata,West Bengal,East,1,No,3,Neutral
O00170,2020-10-31,2020,Q4,Oct,C0171,Female,45+,Premium,Nivea,Skincare,Moisturizer,499,Low Price Listing,3,1497,161,546,7393,6899,Hyderabad,Telangana,South,5,Yes,3,Neutral
O00171,2018-11-18,2018,Q4,Nov,C0172,Female,36-45,New,L'Oreal,Skincare,Shampoo,999,Premium Listing,1,999,14,319,5569,5018,Chennai,Tamil Nadu,South,3,Yes,2,Negative
O00172,2021-07-30,2021,Q3,Jul,C0173,Male,36-45,New,L'Oreal,Skincare,Shampoo,999,Premium Listing,3,2997,228,1077,1820,1449,Pune,Maharashtra,West,1,No,2,Negative
O00173,2017-03-29,2017,Q1,Mar,C0174,Male,45+,New,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,1,799,153,330,1635,1335,Chennai,Tamil Nadu,South,6,No,5,Positive
O00174,2024-06-10,2024,Q2,Jun,C0175,Male,18-25,New,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,2,1598,185,541,1966,1438,Kolkata,West Bengal,East,4,Yes,3,Neutral
O00175,2015-05-02,2015,Q2,May,C0176,Female,18-25,Premium,Kay Beauty,Makeup,Blush,899,Mid Price Listing,1,899,222,393,1993,1859,Delhi,Delhi,North,1,No,4,Positive
O00176,2020-08-17,2020,Q3,Aug,C0177,Male,18-25,New,Lakme,Makeup,Foundation,599,Mid Price Listing,1,599,104,195,3061,2251,Hyderabad,Telangana,South,1,Yes,1,Negative
O00177,2025-11-05,2025,Q4,Nov,C0178,Female,45+,Premium,Mamaearth,Skincare,Serum,899,Mid Price Listing,1,899,126,263,3788,3181,Pune,Maharashtra,West,1,Yes,2,Negative
O00178,2021-04-08,2021,Q2,Apr,C0179,Female,18-25,New,Lakme,Makeup,Foundation,599,Mid Price Listing,3,1797,239,749,7634,7506,Bangalore,Karnataka,South,3,No,5,Positive
O00179,2012-07-10,2012,Q3,Jul,C0180,Female,45+,Regular,Nivea,Skincare,Moisturizer,499,Low Price Listing,1,499,178,144,3578,3090,Hyderabad,Telangana,South,4,Yes,5,Positive
O00180,2015-11-10,2015,Q4,Nov,C0181,Male,18-25,New,Mamaearth,Skincare,Serum,899,Mid Price Listing,2,1798,53,543,6870,6380,Kolkata,West Bengal,East,6,No,4,Positive
O00181,2020-08-31,2020,Q3,Aug,C0182,Male,45+,New,Mamaearth,Skincare,Serum,899,Mid Price Listing,2,1798,22,526,7063,6692,Chennai,Tamil Nadu,South,6,No,5,Positive
O00182,2014-01-14,2014,Q1,Jan,C0183,Female,18-25,Premium,L'Oreal,Skincare,Shampoo,999,Premium Listing,1,999,75,343,7919,7062,Mumbai,Maharashtra,West,4,No,5,Positive
O00183,2014-04-06,2014,Q2,Apr,C0184,Male,36-45,Premium,L'Oreal,Skincare,Shampoo,999,Premium Listing,3,2997,58,777,5299,4600,Hyderabad,Telangana,South,7,No,1,Negative
O00184,2019-09-07,2019,Q3,Sep,C0185,Male,18-25,New,L'Oreal,Skincare,Shampoo,999,Premium Listing,4,3996,172,1499,5680,5580,Pune,Maharashtra,West,4,Yes,5,Positive
O00185,2017-12-23,2017,Q4,Dec,C0186,Male,26-35,Inactive,Nivea,Skincare,Moisturizer,499,Low Price Listing,2,998,169,296,1309,1082,Mumbai,Maharashtra,West,4,No,5,Positive
O00186,2013-12-14,2013,Q4,Dec,C0187,Female,18-25,Premium,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,1,799,128,202,4618,3720,Delhi,Delhi,North,4,No,3,Neutral
O00187,2012-04-02,2012,Q2,Apr,C0188,Male,45+,Premium,Kay Beauty,Makeup,Blush,899,Mid Price Listing,2,1798,165,782,5052,4315,Bangalore,Karnataka,South,7,Yes,2,Negative
O00188,2017-02-10,2017,Q1,Feb,C0189,Female,26-35,Regular,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,3,2397,162,1053,4047,3897,Kolkata,West Bengal,East,1,Yes,3,Neutral
O00189,2017-10-09,2017,Q4,Oct,C0190,Male,45+,Premium,Lakme,Makeup,Foundation,599,Mid Price Listing,3,1797,105,708,5689,5018,Mumbai,Maharashtra,West,6,Yes,1,Negative
O00190,2024-12-06,2024,Q4,Dec,C0191,Female,26-35,New,Lakme,Makeup,Foundation,599,Mid Price Listing,2,1198,203,425,3558,3224,Delhi,Delhi,North,2,Yes,3,Neutral
O00191,2017-10-12,2017,Q4,Oct,C0192,Male,36-45,Regular,Kay Beauty,Makeup,Blush,899,Mid Price Listing,3,2697,163,1047,3461,2657,Chennai,Tamil Nadu,South,4,Yes,4,Positive
O00192,2019-09-01,2019,Q3,Sep,C0193,Female,36-45,Premium,Kay Beauty,Makeup,Blush,899,Mid Price Listing,1,899,238,365,4050,3764,Kolkata,West Bengal,East,7,No,4,Positive
O00193,2013-02-02,2013,Q1,Feb,C0194,Male,18-25,Regular,Lakme,Makeup,Foundation,599,Mid Price Listing,2,1198,197,439,2142,1657,Hyderabad,Telangana,South,7,Yes,1,Negative
O00194,2023-11-14,2023,Q4,Nov,C0195,Male,45+,Inactive,Mamaearth,Skincare,Serum,899,Mid Price Listing,2,1798,33,563,3390,3171,Pune,Maharashtra,West,7,No,2,Negative
O00195,2023-09-11,2023,Q3,Sep,C0196,Male,36-45,Inactive,Nivea,Skincare,Moisturizer,499,Low Price Listing,2,998,132,260,2189,1342,Bangalore,Karnataka,South,2,No,1,Negative
O00196,2025-09-09,2025,Q3,Sep,C0197,Female,18-25,Premium,Kay Beauty,Makeup,Blush,899,Mid Price Listing,1,899,164,269,4289,3513,Chennai,Tamil Nadu,South,7,Yes,5,Positive
O00197,2013-06-11,2013,Q2,Jun,C0198,Female,36-45,Premium,Lakme,Makeup,Foundation,599,Mid Price Listing,2,1198,131,406,2351,1477,Delhi,Delhi,North,6,Yes,5,Positive
O00198,2013-10-26,2013,Q4,Oct,C0199,Male,18-25,Premium,L'Oreal,Skincare,Shampoo,999,Premium Listing,1,999,186,402,1006,158,Kolkata,West Bengal,East,1,No,5,Positive
O00199,2025-07-20,2025,Q3,Jul,C0200,Male,36-45,Inactive,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,3,2397,249,858,3323,3187,Hyderabad,Telangana,South,6,Yes,5,Positive
O00200,2024-05-05,2024,Q2,May,C0201,Male,26-35,Inactive,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,2,1598,236,602,3425,2780,Delhi,Delhi,North,4,No,5,Positive
O00201,2025-01-29,2025,Q1,Jan,C0202,Male,36-45,Regular,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,3,2397,238,803,7365,6989,Kolkata,West Bengal,East,3,No,1,Negative
O00202,2014-11-30,2014,Q4,Nov,C0203,Female,26-35,Inactive,Lakme,Makeup,Foundation,599,Mid Price Listing,3,1797,90,661,7925,7113,Chennai,Tamil Nadu,South,4,No,2,Negative
O00203,2019-06-17,2019,Q2,Jun,C0204,Male,45+,Regular,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,2,1598,225,696,6954,6444,Kolkata,West Bengal,East,3,Yes,2,Negative
O00204,2015-02-06,2015,Q1,Feb,C0205,Male,36-45,Inactive,Lakme,Makeup,Foundation,599,Mid Price Listing,3,1797,58,618,1468,1186,Kolkata,West Bengal,East,5,Yes,5,Positive
O00205,2021-03-26,2021,Q1,Mar,C0206,Male,36-45,Inactive,Kay Beauty,Makeup,Blush,899,Mid Price Listing,2,1798,78,685,1804,1380,Mumbai,Maharashtra,West,2,No,1,Negative
O00206,2021-11-20,2021,Q4,Nov,C0207,Female,26-35,Regular,Nivea,Skincare,Moisturizer,499,Low Price Listing,4,1996,247,816,5248,4530,Mumbai,Maharashtra,West,6,Yes,2,Negative
O00207,2017-02-19,2017,Q1,Feb,C0208,Male,18-25,Inactive,Mamaearth,Skincare,Serum,899,Mid Price Listing,2,1798,200,618,2889,2134,Bangalore,Karnataka,South,7,No,5,Positive
O00208,2014-01-30,2014,Q1,Jan,C0209,Male,18-25,Premium,Kay Beauty,Makeup,Blush,899,Mid Price Listing,1,899,114,366,1420,561,Kolkata,West Bengal,East,6,Yes,3,Neutral
O00209,2013-07-07,2013,Q3,Jul,C0210,Female,18-25,Premium,Kay Beauty,Makeup,Blush,899,Mid Price Listing,2,1798,23,644,2021,1361,Hyderabad,Telangana,South,4,Yes,3,Neutral
O00210,2013-08-19,2013,Q3,Aug,C0211,Male,36-45,Regular,Mamaearth,Skincare,Serum,899,Mid Price Listing,3,2697,140,1125,4463,4321,Delhi,Delhi,North,6,Yes,5,Positive
O00211,2021-05-30,2021,Q2,May,C0212,Male,18-25,Inactive,Kay Beauty,Makeup,Blush,899,Mid Price Listing,2,1798,235,708,2941,2725,Bangalore,Karnataka,South,2,Yes,5,Positive
O00212,2021-09-09,2021,Q3,Sep,C0213,Female,36-45,New,Lakme,Makeup,Foundation,599,Mid Price Listing,1,599,133,225,1532,895,Kolkata,West Bengal,East,7,Yes,3,Neutral
O00213,2016-04-12,2016,Q2,Apr,C0214,Male,26-35,Inactive,Mamaearth,Skincare,Serum,899,Mid Price Listing,2,1798,154,562,5569,4941,Pune,Maharashtra,West,2,No,1,Negative
O00214,2015-06-02,2015,Q2,Jun,C0215,Male,18-25,Regular,Nivea,Skincare,Moisturizer,499,Low Price Listing,4,1996,77,730,2401,1573,Delhi,Delhi,North,3,No,3,Neutral
O00215,2022-09-09,2022,Q3,Sep,C0216,Female,45+,New,L'Oreal,Skincare,Shampoo,999,Premium Listing,4,3996,137,1692,7053,6434,Kolkata,West Bengal,East,3,Yes,1,Negative
O00216,2014-11-02,2014,Q4,Nov,C0217,Male,18-25,Regular,L'Oreal,Skincare,Shampoo,999,Premium Listing,3,2997,116,1076,2968,2783,Hyderabad,Telangana,South,4,No,1,Negative
O00217,2025-09-29,2025,Q3,Sep,C0218,Female,45+,New,Lakme,Makeup,Foundation,599,Mid Price Listing,1,599,240,158,7164,6757,Hyderabad,Telangana,South,3,No,2,Negative
O00218,2023-11-30,2023,Q4,Nov,C0219,Female,18-25,Inactive,Kay Beauty,Makeup,Blush,899,Mid Price Listing,4,3596,53,1401,6179,6078,Bangalore,Karnataka,South,1,No,3,Neutral
O00219,2019-06-22,2019,Q2,Jun,C0220,Female,36-45,New,L'Oreal,Skincare,Shampoo,999,Premium Listing,1,999,178,441,1743,1074,Mumbai,Maharashtra,West,6,Yes,3,Neutral
O00220,2025-10-21,2025,Q4,Oct,C0221,Male,45+,Inactive,Kay Beauty,Makeup,Blush,899,Mid Price Listing,3,2697,168,797,5587,4859,Bangalore,Karnataka,South,1,No,3,Neutral
O00221,2024-10-08,2024,Q4,Oct,C0222,Male,45+,Premium,Mamaearth,Skincare,Serum,899,Mid Price Listing,4,3596,127,903,6262,5734,Kolkata,West Bengal,East,7,Yes,4,Positive
O00222,2020-09-18,2020,Q3,Sep,C0223,Male,36-45,Regular,Mamaearth,Skincare,Serum,899,Mid Price Listing,1,899,2,343,4104,3338,Mumbai,Maharashtra,West,3,No,5,Positive
O00223,2022-05-30,2022,Q2,May,C0224,Female,45+,Inactive,L'Oreal,Skincare,Shampoo,999,Premium Listing,3,2997,100,956,2742,2465,Mumbai,Maharashtra,West,7,Yes,1,Negative
O00224,2024-02-15,2024,Q1,Feb,C0225,Female,45+,Regular,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,1,799,196,224,3894,3726,Bangalore,Karnataka,South,2,No,3,Neutral
O00225,2014-05-15,2014,Q2,May,C0226,Female,26-35,New,Mamaearth,Skincare,Serum,899,Mid Price Listing,3,2697,17,690,7699,7238,Pune,Maharashtra,West,7,No,2,Negative
O00226,2017-08-28,2017,Q3,Aug,C0227,Male,36-45,New,Nivea,Skincare,Moisturizer,499,Low Price Listing,2,998,161,405,5066,4591,Hyderabad,Telangana,South,7,No,1,Negative
O00227,2014-11-30,2014,Q4,Nov,C0228,Female,26-35,Inactive,Nivea,Skincare,Moisturizer,499,Low Price Listing,4,1996,196,861,5377,4605,Chennai,Tamil Nadu,South,5,Yes,5,Positive
O00228,2024-02-26,2024,Q1,Feb,C0229,Male,36-45,New,Lakme,Makeup,Foundation,599,Mid Price Listing,3,1797,193,533,2614,2080,Kolkata,West Bengal,East,7,Yes,1,Negative
O00229,2023-05-24,2023,Q2,May,C0230,Female,36-45,Regular,Mamaearth,Skincare,Serum,899,Mid Price Listing,3,2697,31,979,4601,3828,Pune,Maharashtra,West,4,No,1,Negative
O00230,2025-09-01,2025,Q3,Sep,C0231,Male,45+,Inactive,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,3,2397,97,617,6796,5908,Chennai,Tamil Nadu,South,2,Yes,2,Negative
O00231,2024-12-13,2024,Q4,Dec,C0232,Male,45+,Regular,Mamaearth,Skincare,Serum,899,Mid Price Listing,2,1798,190,704,3775,3101,Hyderabad,Telangana,South,1,No,4,Positive
O00232,2023-05-28,2023,Q2,May,C0233,Female,36-45,Regular,L'Oreal,Skincare,Shampoo,999,Premium Listing,1,999,53,328,7829,7268,Chennai,Tamil Nadu,South,3,No,3,Neutral
O00233,2023-06-18,2023,Q2,Jun,C0234,Male,18-25,Premium,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,3,2397,214,928,5250,5059,Chennai,Tamil Nadu,South,5,Yes,1,Negative
O00234,2024-01-01,2024,Q1,Jan,C0235,Male,26-35,New,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,1,799,203,251,7581,7025,Hyderabad,Telangana,South,7,No,4,Positive
O00235,2018-03-16,2018,Q1,Mar,C0236,Female,36-45,Premium,Nivea,Skincare,Moisturizer,499,Low Price Listing,1,499,71,204,3637,3038,Hyderabad,Telangana,South,7,Yes,1,Negative
O00236,2022-10-03,2022,Q4,Oct,C0237,Male,36-45,Inactive,Nivea,Skincare,Moisturizer,499,Low Price Listing,2,998,223,382,5811,4921,Mumbai,Maharashtra,West,6,No,4,Positive
O00237,2024-08-02,2024,Q3,Aug,C0238,Male,45+,New,Kay Beauty,Makeup,Blush,899,Mid Price Listing,4,3596,217,1026,2003,1566,Bangalore,Karnataka,South,2,Yes,4,Positive
O00238,2025-01-05,2025,Q1,Jan,C0239,Male,45+,Regular,Mamaearth,Skincare,Serum,899,Mid Price Listing,3,2697,202,696,7896,7504,Delhi,Delhi,North,2,No,4,Positive
O00239,2015-04-04,2015,Q2,Apr,C0240,Female,26-35,Inactive,Kay Beauty,Makeup,Blush,899,Mid Price Listing,3,2697,213,1044,2997,2233,Mumbai,Maharashtra,West,6,No,5,Positive
O00240,2024-12-21,2024,Q4,Dec,C0241,Male,36-45,Regular,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,1,799,172,341,7854,6978,Hyderabad,Telangana,South,1,Yes,3,Neutral
O00241,2016-01-13,2016,Q1,Jan,C0242,Male,26-35,Inactive,Lakme,Makeup,Foundation,599,Mid Price Listing,4,2396,39,908,4130,3748,Delhi,Delhi,North,5,Yes,4,Positive
O00242,2014-04-28,2014,Q2,Apr,C0243,Male,36-45,Inactive,Mamaearth,Skincare,Serum,899,Mid Price Listing,4,3596,125,1579,5958,5848,Kolkata,West Bengal,East,5,No,1,Negative
O00243,2022-05-16,2022,Q2,May,C0244,Female,45+,Premium,Nivea,Skincare,Moisturizer,499,Low Price Listing,2,998,97,252,3900,3458,Kolkata,West Bengal,East,1,No,2,Negative
O00244,2023-06-26,2023,Q2,Jun,C0245,Male,45+,Regular,Lakme,Makeup,Foundation,599,Mid Price Listing,1,599,238,158,1868,1107,Mumbai,Maharashtra,West,6,No,5,Positive
O00245,2016-05-21,2016,Q2,May,C0246,Male,18-25,Regular,Nivea,Skincare,Moisturizer,499,Low Price Listing,1,499,225,137,7147,7018,Hyderabad,Telangana,South,7,Yes,1,Negative
O00246,2022-05-29,2022,Q2,May,C0247,Female,26-35,Regular,Lakme,Makeup,Foundation,599,Mid Price Listing,4,2396,86,657,7767,7179,Mumbai,Maharashtra,West,1,Yes,3,Neutral
O00247,2021-01-25,2021,Q1,Jan,C0248,Female,18-25,Premium,Mamaearth,Skincare,Serum,899,Mid Price Listing,1,899,223,301,1841,1672,Mumbai,Maharashtra,West,3,Yes,2,Negative
O00248,2015-10-27,2015,Q4,Oct,C0249,Male,18-25,Inactive,Nivea,Skincare,Moisturizer,499,Low Price Listing,2,998,73,295,3563,3165,Delhi,Delhi,North,3,No,1,Negative
O00249,2020-09-08,2020,Q3,Sep,C0250,Male,45+,Premium,Lakme,Makeup,Foundation,599,Mid Price Listing,2,1198,192,452,7044,6881,Kolkata,West Bengal,East,3,No,2,Negative
O00250,2019-06-26,2019,Q2,Jun,C0251,Male,26-35,Inactive,Lakme,Makeup,Foundation,599,Mid Price Listing,4,2396,12,1058,5838,5263,Hyderabad,Telangana,South,3,Yes,5,Positive
O00251,2018-02-12,2018,Q1,Feb,C0252,Male,36-45,Regular,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,3,2397,73,755,2383,1938,Hyderabad,Telangana,South,6,Yes,2,Negative
O00252,2022-11-27,2022,Q4,Nov,C0253,Male,36-45,Premium,Lakme,Makeup,Foundation,599,Mid Price Listing,1,599,72,239,4912,4166,Delhi,Delhi,North,1,Yes,5,Positive
O00253,2024-02-05,2024,Q1,Feb,C0254,Female,36-45,Premium,Mamaearth,Skincare,Serum,899,Mid Price Listing,2,1798,32,683,6475,6126,Delhi,Delhi,North,3,No,2,Negative
O00254,2018-12-31,2018,Q4,Dec,C0255,Male,45+,Inactive,Lakme,Makeup,Foundation,599,Mid Price Listing,2,1198,142,372,5620,5307,Mumbai,Maharashtra,West,6,Yes,4,Positive
O00255,2014-02-19,2014,Q1,Feb,C0256,Male,18-25,New,Mamaearth,Skincare,Serum,899,Mid Price Listing,4,3596,169,1060,2612,2441,Hyderabad,Telangana,South,5,Yes,5,Positive
O00256,2014-08-14,2014,Q3,Aug,C0257,Female,26-35,New,Mamaearth,Skincare,Serum,899,Mid Price Listing,2,1798,222,678,3672,3468,Mumbai,Maharashtra,West,7,No,4,Positive
O00257,2020-12-31,2020,Q4,Dec,C0258,Male,45+,Inactive,Kay Beauty,Makeup,Blush,899,Mid Price Listing,1,899,7,325,3312,2850,Hyderabad,Telangana,South,6,Yes,5,Positive
O00258,2018-06-11,2018,Q2,Jun,C0259,Male,26-35,Regular,Kay Beauty,Makeup,Blush,899,Mid Price Listing,3,2697,114,720,7660,7328,Chennai,Tamil Nadu,South,3,No,2,Negative
O00259,2017-09-01,2017,Q3,Sep,C0260,Female,36-45,Premium,Lakme,Makeup,Foundation,599,Mid Price Listing,1,599,233,192,5317,4795,Delhi,Delhi,North,1,No,5,Positive
O00260,2016-03-29,2016,Q1,Mar,C0261,Male,36-45,New,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,3,2397,158,870,2743,2360,Kolkata,West Bengal,East,2,Yes,1,Negative
O00261,2024-02-10,2024,Q1,Feb,C0262,Female,45+,Regular,Mamaearth,Skincare,Serum,899,Mid Price Listing,2,1798,102,756,5172,4532,Delhi,Delhi,North,2,No,1,Negative
O00262,2013-07-27,2013,Q3,Jul,C0263,Female,36-45,Premium,L'Oreal,Skincare,Shampoo,999,Premium Listing,3,2997,232,883,3426,3202,Mumbai,Maharashtra,West,2,No,5,Positive
O00263,2024-02-13,2024,Q1,Feb,C0264,Male,45+,New,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,4,3196,65,899,1163,372,Mumbai,Maharashtra,West,3,No,3,Neutral
